rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,slider_values,block,choices,label_selected
22888,<h3>Welcome to the experiment</h3>   <p style='text-align:left'>This experiment is designed to test your perceptual word learning boundaries.  By clicking the option below you consent to participate in the expeirment.</p>,0,html-button-response,0,2.0.0,22891,"[""21"",""36"",""50""]",,,
16108,<h3>Observation Instructions</h3>  <p>You will observe three objects being named several times.   Just sit back and watch.</p>,0,html-button-response,1,2.0.0,39000,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,2,2.0.0,40003,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,3,2.0.0,42007,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,4,2.0.0,43012,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,5,2.0.0,45016,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,6,2.0.0,46020,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,7,2.0.0,48025,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,8,2.0.0,49030,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,9,2.0.0,51034,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,10,2.0.0,52039,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,11,2.0.0,54042,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,12,2.0.0,55046,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,13,2.0.0,57049,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,14,2.0.0,58053,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,15,2.0.0,60056,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,16,2.0.0,61060,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,17,2.0.0,63063,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,18,2.0.0,64068,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,19,2.0.0,66071,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,20,2.0.0,67076,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,21,2.0.0,69080,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,22,2.0.0,70083,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,23,2.0.0,72087,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,24,2.0.0,73091,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,25,2.0.0,75094,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,26,2.0.0,76098,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,27,2.0.0,78102,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,28,2.0.0,79106,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,29,2.0.0,81110,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,30,2.0.0,82113,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,31,2.0.0,84117,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,32,2.0.0,85122,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,33,2.0.0,87125,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,34,2.0.0,88129,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,35,2.0.0,90133,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,36,2.0.0,91138,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,37,2.0.0,93141,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,38,2.0.0,94145,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,39,2.0.0,96148,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,40,2.0.0,97153,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,41,2.0.0,99156,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,42,2.0.0,100161,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,43,2.0.0,102163,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,44,2.0.0,103167,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,45,2.0.0,105169,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,46,2.0.0,106174,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,47,2.0.0,108177,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,48,2.0.0,109181,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,49,2.0.0,111184,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,50,2.0.0,112189,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,51,2.0.0,114192,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,52,2.0.0,115197,"[""21"",""36"",""50""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,53,2.0.0,117201,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,54,2.0.0,118205,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,55,2.0.0,120208,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,56,2.0.0,121213,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,57,2.0.0,123216,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,58,2.0.0,124220,"[""21"",""36"",""50""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,59,2.0.0,126224,"[""21"",""36"",""50""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,60,2.0.0,127228,"[""21"",""36"",""50""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,61,2.0.0,129232,"[""21"",""36"",""50""]",observation,,
3345,"<h3>Production Instructions</h3>  <p>Next, you will be shown the same objects again.   Please name these objects like you saw in the observation stage.   This will repeat several times.</p>",0,html-button-response,62,2.0.0,132579,"[""21"",""36"",""50""]",,,
3825,imagesDupe/object1.jpg,0,image-button-response,63,2.0.0,136408,"[""21"",""36"",""50""]",production,"[""fep"",""pax""]",fep
1363,imagesDupe/object1.jpg,0,image-button-response,64,2.0.0,137773,"[""21"",""36"",""50""]",,,
4801,imagesDupe/object4.jpg,1,image-button-response,65,2.0.0,142575,"[""21"",""36"",""50""]",production,"[""buv"",""cal""]",cal
773,imagesDupe/object4.jpg,0,image-button-response,66,2.0.0,143352,"[""21"",""36"",""50""]",,,
1196,imagesDupe/object4.jpg,0,image-button-response,67,2.0.0,144550,"[""21"",""36"",""50""]",production,"[""buv"",""cal""]",buv
912,imagesDupe/object4.jpg,0,image-button-response,68,2.0.0,145464,"[""21"",""36"",""50""]",,,
