rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,slider_values,block,choices,label_selected
16163,<h3>Welcome to the experiment</h3>   <p style='text-align:left'>This experiment is designed to test your perceptual word learning boundaries.  By clicking the option below you consent to participate in the expeirment.</p>,0,html-button-response,0,2.0.0,16168,"[""29"",""50"",""79""]",,,
4681,<h3>Observation Instructions</h3>  <p>You will observe three objects being named several times.   Just sit back and watch.</p>,0,html-button-response,1,2.0.0,20850,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,2,2.0.0,21852,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,3,2.0.0,23856,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,4,2.0.0,24860,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,5,2.0.0,26863,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,6,2.0.0,27866,"[""29"",""50"",""79""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,7,2.0.0,29870,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,8,2.0.0,30875,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,9,2.0.0,32877,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,10,2.0.0,33880,"[""29"",""50"",""79""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,11,2.0.0,35884,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,12,2.0.0,36888,"[""29"",""50"",""79""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,13,2.0.0,38889,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,14,2.0.0,39892,"[""29"",""50"",""79""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,15,2.0.0,41895,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,16,2.0.0,42897,"[""29"",""50"",""79""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,17,2.0.0,44901,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,18,2.0.0,45904,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,19,2.0.0,47907,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,20,2.0.0,48910,"[""29"",""50"",""79""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,21,2.0.0,50913,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,22,2.0.0,51915,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,23,2.0.0,53918,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,24,2.0.0,54921,"[""29"",""50"",""79""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,25,2.0.0,56924,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,26,2.0.0,57927,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,27,2.0.0,59931,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,28,2.0.0,60934,"[""29"",""50"",""79""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,29,2.0.0,62937,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,30,2.0.0,63940,"[""29"",""50"",""79""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,31,2.0.0,65943,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,32,2.0.0,66946,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,33,2.0.0,68949,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,34,2.0.0,69952,"[""29"",""50"",""79""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,35,2.0.0,71954,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,36,2.0.0,72958,"[""29"",""50"",""79""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,37,2.0.0,74961,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,38,2.0.0,75963,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,39,2.0.0,77965,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,40,2.0.0,78968,"[""29"",""50"",""79""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,41,2.0.0,80971,"[""29"",""50"",""79""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,42,2.0.0,81973,"[""29"",""50"",""79""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,43,2.0.0,83976,"[""29"",""50"",""79""]",observation,,
