rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,slider_values,block,choices,label_selected
10998,<h3>Welcome to the experiment</h3>   <p style='text-align:left'>This experiment is designed to test your perceptual word learning boundaries.  By clicking the option below you consent to participate in the expeirment.</p>,0,html-button-response,0,2.0.0,11002,"[""36"",""40"",""66""]",,,
2442,<h3>Observation Instructions</h3>  <p>You will observe three objects being named several times.   Just sit back and watch.</p>,0,html-button-response,1,2.0.0,13445,"[""36"",""40"",""66""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,2,2.0.0,14449,"[""36"",""40"",""66""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,3,2.0.0,16451,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,4,2.0.0,17455,"[""36"",""40"",""66""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,5,2.0.0,19458,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,6,2.0.0,20461,"[""36"",""40"",""66""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,7,2.0.0,22463,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,8,2.0.0,23466,"[""36"",""40"",""66""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,9,2.0.0,25469,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,10,2.0.0,26472,"[""36"",""40"",""66""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,11,2.0.0,28474,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,12,2.0.0,29477,"[""36"",""40"",""66""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,13,2.0.0,31479,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,14,2.0.0,32482,"[""36"",""40"",""66""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,15,2.0.0,34485,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,16,2.0.0,35488,"[""36"",""40"",""66""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,17,2.0.0,37492,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,18,2.0.0,38496,"[""36"",""40"",""66""]",,,
null,imagesDupe/object1.jpg,null,image-button-response,19,2.0.0,40499,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,20,2.0.0,41502,"[""36"",""40"",""66""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,21,2.0.0,43506,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object2.jpg,null,image-button-response,22,2.0.0,44508,"[""36"",""40"",""66""]",,,
null,imagesDupe/object2.jpg,null,image-button-response,23,2.0.0,46511,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,24,2.0.0,47513,"[""36"",""40"",""66""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,25,2.0.0,49515,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object4.jpg,null,image-button-response,26,2.0.0,50517,"[""36"",""40"",""66""]",,,
null,imagesDupe/object4.jpg,null,image-button-response,27,2.0.0,52519,"[""36"",""40"",""66""]",observation,,
null,imagesDupe/object1.jpg,null,image-button-response,28,2.0.0,53522,"[""36"",""40"",""66""]",,,
